,persName,rolename
993,"FALL, SIR BRIAN J.P.",G.C.V.O.
994,"FALL, SIR BRIAN J.P.",K.C.M.G.
995,"FALL, DAVID W.",C.M.G.
996,"FALLE, SIR SAM",K.C.M.G.
997,"FALLE, SIR SAM",K.C.V.O.
998,"FALLE, SIR SAM",D.S.C.
999,"FANE, SIR EDMUND D.V.",K.C.M.G.
1000,"FARNALL, HARRY de la B. R.",C.B.
1001,"FARNALL, HARRY de la B. R.",C.M.G.
1002,"FARQUHAR, SIR HAROLD L.",K.C.M.G.
1003,"FARQUHAR, SIR HAROLD L.",M.C.
1004,"FARQUHARSON, ROBERT A.",C.M.G.
1005,"FARRAR, REX G.",L.V.O.
1006,"FAWCETT, SIR J. HENRY,",K.C.M.G.
1007,"FAWCETT, JOHN H.",C.M.G.
1008,"FEAN, SIR T. VINCENT",K.C.V.O.
1009,"FEARN, SIR P. ROBIN",K.C.M.G.
1010,"FEATHERSTONE, SIMON M.",C.M.G.
1011,"FELL, RICHARD T.",C.V.O.
1012,"FELL, ROBERT",C.B.
1013,"FELL, ROBERT",C.B.E.
1014,"FENN, SIR NICHOLAS M.",G.C.M.G.
1015,"FERGUSSON, SIR EWEN A.J.",G.C.M.G.
1016,"FERGUSSON, SIR EWEN A.J.",G.C.V.O.
1017,"FIELD, E. JOHN",C.M.G.
1018,"FIELDING, FRANK S.",O.B.E.
1019,"FIELDING, SIR LESLIE",K.C.M.G.
1020,"FIFOOT, PAUL R.N.",C.M.G.
1021,"FIGG, SIR LEONARD C.W.",K.C.M.G.
1022,"FIGGIS, SIR ANTHONY ST.J. H.",K.C.V.O.
1023,"FIGGIS, SIR ANTHONY ST.J. H.",C.M.G.
1024,"FINCH, Major JOHN P.G.",O.B.E.
1025,"FINDLAY, SIR MANSFELDT de C.",G.B.E.
1026,"FINDLAY, SIR MANSFELDT de C.",K.C.M.G.
1027,"FINDLAY, SIR MANSFELDT de C.",C.B.
1028,"FINGLAND, SIR STANLEY J.G.",K.C.M.G.
1029,"FINLAYSON, GEORGE S.",C.M.G.
1030,"FINLAYSON, GEORGE S.",C.V.O.
1031,"FISHER, SIR GODFREY A.",K.C.M.G.
1032,"FISHER, JOHN M.",C.M.G.
1033,"FITTON, DAVID J.",C.M.G.
1034,"FITZHERBERT, GILES E.",C.M.G.
1035,"FITZMAURICE, SIR GERALD G.",G.C.M.G.
1036,"FITZMAURICE, SIR GERALD G.",Q.C.
1037,"FLACK, BERTRAM A.",C.M.G.
1038,"FLAHERTY, PAUL",C.B.E.
1039,"FLEAR, TIMOTHY C.F.",M.V.O.
1040,"FLETCHER, THOMAS S.F.",C.M.G.
1041,"FLOUD, SIR FRANCIS L.C.",K.C.B.
1042,"FLOUD, SIR FRANCIS L.C.",K.C.S.I.
1043,"FLOUD, SIR FRANCIS L.C.",K.C.M.G.
1044,"FLYNN, JOHN G.",C.M.G.
1045,"FORBES, MATTHEW K.",O.B.E.
1046,"FORBES, SIR V. COURTENAY W.",K.C.M.G.
1047,"FORBES-MEYLER, JOHN W.",O.B.E.
1048,"FORD, ANTONY",C.M.G.
1049,"FORD, Rt. Hon. SIR F. CLARE",G.C.B.
1050,"FORD, Rt. Hon. SIR F. CLARE",G.C.M.G.
1051,"FORD, HUGH A.",C.M.G.
1052,"FORD, SIR JOHN A.",K.C.M.G.
1053,"FORD, SIR JOHN A.",M.C.
1054,"FORD, JOSEPH F.",C.M.G.
1055,"FORD, JOSEPH F.",O.B.E.
1056,"FORD, ROBERT W.",C.B.E.
1057,"FORDHAM, SIR A. STANLEY",K.B.E.
1058,"FORDHAM, SIR A. STANLEY",C.M.G.
1059,"FORSTER, SIR OLIVER G.",K.C.M.G.
1060,"FORSTER, SIR OLIVER G.",L.V.O.
1061,"FORSTER, RALPH G.E.",C.M.G.
1062,"FORT, DAME MAEVE G.",D.C.M.G.
1063,"FORT, DAME MAEVE G.",D.C.V.O.
1064,"FORTESCUE, SIR J. ADRIAN",K.C.M.G.
1065,"FORTESCUE, SIR J. ADRIAN",L.V.O.
1066,"FOSTER, PETER M.",C.M.G.
1067,"FOULDS, LINTON H.",C.B.E.
1068,"FOWLER, DENNIS H.",O.B.E.
1069,"FOWLER, PETER J.",C.M.G.
1070,"FOWLER, REES J.",C.B.E.
1071,"FOWLER, SIR ROBERT W.D.",K.C.M.G.
1072,"FOX, SIR HARRY H.",K.B.E.
1073,"FOX, SIR HARRY H.",C.M.G.
1074,"FOX, ROY",C.M.G.
1075,"FRANCIS, A. DAVID",C.B.E.
1076,"FRANCIS, A. DAVID",M.V.O.
1077,"FRANKLIN, ALBERT A.E.",C.V.O.
1078,"FRANKLIN, ALBERT A.E.",C.B.E.
1079,"FRANKS, Rt. Hon. SIR OLIVER S.",O.M.
1080,"FRANKS, Rt. Hon. SIR OLIVER S.",G.C.M.G.
1081,"FRANKS, Rt. Hon. SIR OLIVER S.",K.C.B.
1082,"FRANKS, Rt. Hon. SIR OLIVER S.",K.C.V.O.
1083,"FRANKS, Rt. Hon. SIR OLIVER S.",C.B.E.
1084,"FRASER, SIR A. RONALD",K.B.E.
1085,"FRASER, SIR A. RONALD",C.M.G.
1086,"FRASER, SIR EVERARD D.H.",K.C.M.G.
1087,"FRASER, GILLIAN",O.B.E.
1088,"FRASER, JAMES D.",C.V.O.
1089,"FRASER, JAMES D.",M.B.E.
1090,"FRASER, SIR SIMON J.",G.C.M.G.
1091,"FRASER-TYTLER, Lieutenant-Colonel SIR WILLIAM K.",K.B.E.
1092,"FRASER-TYTLER, Lieutenant-Colonel SIR WILLIAM K.",C.M.G.
1093,"FRASER-TYTLER, Lieutenant-Colonel SIR WILLIAM K.",M.C.
1094,"FREELAND, SIR JOHN R.",K.C.M.G.
1095,"FREELAND, SIR JOHN R.",Q.C.
1096,"FREEMAN, Rt. Hon. JOHN",M.B.E.
1097,"FREEMAN, JOHN P.G.",C.M.G.
1098,"FREESE-PENNEFATHER, HAROLD W.A.",C.M.G.
1099,"FRENCH, NEVILLE A.I.",C.M.G.
1100,"FRENCH, NEVILLE A.I.",L.V.O.
1101,"FRETWELL, SIR M. JOHN E.",G.C.M.G.
1102,"FROST, DAVID G.H.",C.M.G.
1103,"FROST, MICHAEL E.",L.V.O.
1104,"FRY, SIR GRAHAM H.",K.C.M.G.
1105,"FRY, SIR LESLIE A.C.",K.C.M.G.
1106,"FRY, SIR LESLIE A.C.",O.B.E.
1107,"FULLER, SIMON W.J.",C.M.G.
1108,"FULLERTON, WILLIAM H.",C.M.G.
1109,"FURLONGE, SIR GEOFFREY W.",K.B.E.
1110,"FURLONGE, SIR GEOFFREY W.",C.M.G.
1111,"FURNESS, ALAN E.",C.M.G.
1112,"FYJIS-WALKER, RICHARD A.",C.M.G.
1113,"FYJIS-WALKER, RICHARD A.",C.V.O.
1114,"GAGE, SIR BERKELEY E.F.",K.C.M.G.
1115,"GAINER, SIR DONALD St.C.",G.B.E.
1116,"GAINER, SIR DONALD St.C.",K.C.M.G.
1117,"GALE, MALCOLM",C.B.E.
1118,"GALLAGHER, F.G. KENNA",C.M.G.
1119,"GALLAGHER, FRANCIS X.",O.B.E.
1120,"GALLIENNE, WILFRED H.",C.B.E.
1121,"GALLOP, RODNEY A.",C.M.G.
1122,"GALSWORTHY, SIR ANTHONY C.",K.C.M.G.
1123,"GALSWORTHY, SIR ARTHUR N.",K.C.M.G.
1124,"GALSWORTHY, SIR JOHN E.",K.C.V.O.
1125,"GALSWORTHY, SIR JOHN E.",C.M.G.
1126,"GAMBLE, SIR F. HERBERT",K.B.E.
1127,"GAMBLE, SIR F. HERBERT",C.M.G.
1128,"GANDEE, JOHN S.",C.M.G.
1129,"GANDEE, JOHN S.",O.B.E.
1130,"GARDENER, SIR A.JOHN",K.C.M.G.
1131,"GARDENER, SIR A.JOHN",C.B.E.
1132,"GARNER, FREDERIC F.",C.M.G.
1133,"GARNER, JOHN D.",C.M.G.
1134,"GARNER, JOHN D.",C.V.O.
1135,"GARNER, SIR J.J. SAVILLE",G.C.M.G.
1136,"GARNETT, BERNARD J.",C.M.G.
1137,"GARNETT, BERNARD J.",O.B.E.
1138,"GARNETT, WALTER J.",C.M.G.
1139,"GARNETT, WALTER J.",O.B.E.
1140,"GARRAN, SIR I. PETER",K.C.M.G.
1141,"GARVEY, SIR TERENCE W.",K.C.M.G.
1142,"GASCOIGNE, SIR ALVARY D.F.",G.B.E.
1143,"GASCOIGNE, SIR ALVARY D.F.",K.C.M.G.
1144,"GASELEE, SIR STEPHEN",K.C.M.G.
1145,"GASELEE, SIR STEPHEN",C.B.E.
1146,"GASS, SIR SIMON L.",K.C.M.G.
1147,"GASS, SIR SIMON L.",C.V.O.
1148,"GATES, HORACE F.A.",C.M.G.
1149,"GATES, HORACE F.A.",M.B.E.
1150,"GATES, MAURICE B.,",C.B.E.
1151,"GATTY, TREVOR T.",O.B.E.
1152,"GAULT, CHARLES A.",C.B.E.
1153,"GAUTREY, PETER",C.V.O.
1154,"GAUTREY, PETER",C.M.G.
1155,"GEDDES, Rt. Hon. SIR AUCKLAND",G.C.M.G.
1156,"GEDDES, Rt. Hon. SIR AUCKLAND",K.C.B.
1157,"GELLING, WILLIAM J.",O.B.E.
1158,"GEMMELL, RODERICK",O.B.E.
1159,"GEORGE, SIR ANTHONY H.",K.C.M.G.
1160,"GEORGE, PETER J.",O.B.E.
1161,"GEORGE, TIMOTHY J.B.",C.M.G.
1162,"GERKEN, IAN",L.V.O.
1163,"GIBBS, Hon. SIR EUSTACE H.B.",K.C.V.O.
1164,"GIBBS, Hon. SIR EUSTACE H.B.",C.M.G.
1165,"GIBBS, SIR FRANK S.",K.B.E.
1166,"GIBBS, SIR FRANK S.",C.M.G.
1167,"GIBSON, JOHN P.",C.B.E.
1168,"GIBSON, ROBERT W.",C.M.G.
1169,"GIFFARD, SIR C. SYDNEY R.",K.C.M.G.
1170,"GILCHRIST, SIR ANDREW G.",K.C.M.G.
1171,"GILL, STUART W.",O.B.E.
1172,"GILLETT, SIR MICHAEL C.",K.B.E.
1173,"GILLETT, SIR MICHAEL C.",C.M.G.
1174,"GILLETT, SARAH",C.M.G.
1175,"GILLETT, SARAH",M.V.O.
1176,"GILLMORE, SIR DAVID H.",G.C.M.G.
1177,"GILMARTIN, HUGH",O.B.E.
1178,"GIVEN, EDWARD F.",C.M.G.
1179,"GIVEN, EDWARD F.",C.V.O.
1180,"GLADSTONE, DAVID A.S.",C.M.G.
1181,"GLASS, SIR LESLIE C.",K.C.M.G.
1182,"GLASSE, THOMAS H.",C.M.G.
1183,"GLASSE, THOMAS H.",M.V.O.
1184,"GLASSE, THOMAS H.",M.B.E.
1185,"GLAZE, MICHAEL J.C. (JAMES)",C.M.G.
1186,"GLENNY, WILLIAM J.",C.B.E.
1187,"GLOVER, EDWARD C.",C.M.G.
1188,"GLOVER, EDWARD C.",M.V.O.
1189,"GODDEN, CHARLES H.",C.B.E.
1190,"GODFREY, SIR WALTER",K.B.E.
1191,"GODOLPHIN OSBORNE, SIR F. D’ARCY",K.C.M.G.
1192,"GOLDIE, ROBERT G.",C.B.E.
1193,"GOLDS, ANTHONY A.",C.M.G.
1194,"GOLDS, ANTHONY A.",L.V.O.
1195,"GOMERSALL, SIR STEPHEN J.",K.C.M.G.
1196,"GOODALL, Rt. Hon. SIR ALASTAIR R.",K.C.M.G.
1197,"GOODALL, SIR A. DAVID S.",G.C.M.G.
1198,"GOODDEN, ABINGTON",C.B.E.
1199,"GOODENOUGH, SIR ANTHONY M.",K.C.M.G.
1200,"GOODERHAM, PETER O.",C.M.G.
1201,"GOODISON, SIR ALAN C.",K.C.M.G.
1202,"GOODISON, SIR ALAN C.",C.V.O.
1203,"GOODWIN, CHARLES A.",M.B.E.
1204,"GORDON, BRIAN W.",O.B.E.
1205,"GORDON, DONALD M.cD.",C.M.G.
1206,"GORDON, J. FRANCOIS",C.M.G.
1207,"GORDON, J. FRANCOIS",C.V.O.
1208,"GORDON, Rt. Hon. SIR ROBERT",G.C.B.
1209,"GORDON, ROBERT A.G.",C.M.G.
1210,"GORDON, ROBERT A.G.",O.B.E.
1211,"GORDON-LENNOX, LORD NICHOLAS C.",K.C.M.G.
1212,"GORDON-LENNOX, LORD NICHOLAS C.",K.C.V.O.
1213,"GORDON-SMITH, DAVID G.",C.M.G.
1214,"GORE, MICHAEL E.J.",C.V.O.
1215,"GORE, MICHAEL E.J.",C.B.E.
1216,"GORE-BOOTH, Hon. SIR DAVID A.",K.C.M.G.
1217,"GORE-BOOTH, Hon. SIR DAVID A.",K.C.V.O.
1218,"GORE-BOOTH, SIR PAUL H.",G.C.M.G.
1219,"GORE-BOOTH, SIR PAUL H.",K.C.V.O.
1220,"GORING-MORRIS, REX",O.B.E.
1221,"GORST, SIR ELDON F.",K.C.B.
1222,"GOSCHEN, Rt. Hon. Sir W. EDWARD, Bt.",G.C.B.
1223,"GOSCHEN, Rt. Hon. Sir W. EDWARD, Bt.",G.C.M.G.
1224,"GOSCHEN, Rt. Hon. Sir W. EDWARD, Bt.",G.C.V.O.
1225,"GOSLING, SIR AUDLEY C.",K.C.M.G.
1226,"GOSSELIN, SIR MARTIN LE M. H.",G.C.V.O.
1227,"GOSSELIN, SIR MARTIN LE M. H.",K.C.M.G.
1228,"GOUGH, HUGH, 3rd VISCOUNT",K.C.V.O.
1229,"GOULD, SIR BASIL J.",C.M.G.
1230,"GOULD, SIR BASIL J.",C.I.E.
1231,"GOULD, EDWARD B.",I.S.O.
1232,"GOULD, GERARD F.",C.B.
1233,"GOULD, MATTHEW S.",C.M.G.
1234,"GOULD, MATTHEW S.",M.B.E.
1235,"GOULDEN, SIR P. JOHN",G.C.M.G.
1236,"GOULDING, SIR MARRACK I.",K.C.M.G.
1237,"GOULTY, ALAN F.",C.M.G.
1238,"GOWAN, DAVID J.",C.M.G.
1239,"GOWLLAND, G. MARK",M.V.O.
1240,"GOZNEY, SIR RICHARD H.T.",K.C.M.G.
1241,"GOZNEY, SIR RICHARD H.T.",C.V.O.
1242,"GRADY, TERENCE",M.B.E.
1243,"GRAFFTEY-SMITH, SIR LAURENCE B.",K.C.M.G.
1244,"GRAFFTEY-SMITH, SIR LAURENCE B.",K.B.E.
1245,"GRAHAM, SIR JOHN A.N., Bt.",G.C.M.G.
1246,"GRAHAM, KATHLEEN M.",C.B.E.
1247,"GRAHAM, Rt. Hon. SIR RONALD W.",G.C.B.
1248,"GRAHAM, Rt. Hon. SIR RONALD W.",G.C.M.G.
1249,"GRAHAM, Rt. Hon. SIR RONALD W.",G.C.V.O.
1250,"GRAHAM, WALTER G.C.",C.B.E.
1251,"GRAHAME, Rt. Hon. SIR GEORGE D.",G.C.V.O.
1252,"GRAHAME, Rt. Hon. SIR GEORGE D.",K.C.M.G.
1253,"GRAINGER, JOHN A.",C.M.G.
1254,"GRANT, SIR JOHN D.K.",K.C.M.G.
1255,"GRANT DUFF, SIR ARTHUR C.",K.C.M.G.
1256,"GRANT DUFF, SIR EVELYN M.",K.C.M.G.
1257,"GRANT WATSON, HERBERT A.",C.M.G.
1258,"GRANVILLE, Rt. Hon. GRANVILLE, 1st EARL",G.C.B.
1259,"GRANVILLE, Rt. Hon. GRANVILLE, 3rd EARL",G.C.M.G.
1260,"GRANVILLE, Rt. Hon. GRANVILLE, 3rd EARL",G.C.V.O.
1261,"GRAVES, SIR HUBERT A.",K.C.M.G.
1262,"GRAVES, SIR HUBERT A.",M.C.
1263,"GRAVES, SIR ROBERT W.",K.C.M.G.
1264,"GRAVES, SIR ROBERT W.",O.B.E.
1265,"GRAY, J. CHARLES R.",C.M.G.
1266,"GRAY, SIR JOHN W.D.",K.B.E.
1267,"GRAY, SIR JOHN W.D.",C.M.G.
1268,"GREATBATCH, SIR BRUCE",K.C.V.O.
1269,"GREATBATCH, SIR BRUCE",C.M.G.
1270,"GREATBATCH, SIR BRUCE",M.B.E.
1271,"GREAVES, SIR JOHN B.",C.M.G.
1272,"GREAVES, SIR JOHN B.",O.B.E.
1273,"GREEN, ALAN S.",O.B.E.
1274,"GREEN, ALAN S.",M.V.O.
1275,"GREEN, SIR ANDREW F.",K.C.M.G.
1276,"GREEN, SIR WILLIAM KIRBY M. ",K.C.M.G.
1277,"GREENE, Rt. Hon. SIR W. CONYNGHAM",G.C.M.G.
1278,"GREENE, Rt. Hon. SIR W. CONYNGHAM",K.C.B.
1279,"GREENHILL, BASIL J.",C.B.
1280,"GREENHILL, BASIL J.",C.M.G.
1281,"GREENHILL, SIR DENIS A.",G.C.M.G.
1282,"GREENHILL, SIR DENIS A.",O.B.E.
1283,"GREENLEAVES, HERBERT L.",C.B.E.
1284,"GREENSTOCK, SIR JEREMY Q.",G.C.M.G.
1285,"GREENWAY, JOHN D.",C.M.G.
1286,"GREENWOOD, J. RUSSELL",M.V.O.
1287,"GREG, SIR ROBERT H.",K.C.M.G.
1288,"GREGORY, JOHN D.",C.B.
1289,"GREGORY, JOHN D.",C.M.G.
1290,"GREVILLE, SIR GEORGE",K.C.M.G.
1291,"GREY, ALAN H.",O.B.E.
1292,"GREY, HUGH K.",C.B.E.
1293,"GREY, HUGH K.",I.S.O.
1294,"GREY, SIR PAUL F.",K.C.M.G.
1295,"GRIER, PATRICK A.",O.B.E.
1296,"GRIFFIN, SIR L. CECIL L.",C.S.I.
1297,"GRIFFIN, SIR L. CECIL L.",C.I.E.
1298,"GRIFFITH, OWEN G.",C.B.E.
1299,"GRIFFITH, OWEN G.",M.V.O.
1300,"GRIFFITH, PHILIP",C.B.
1301,"GROSS, SOLOMON J.",C.M.G.
1302,"GROSVENOR, Hon. THOMAS F.",C.B.
1303,"GUCKIAN, NOEL J.",C.V.O.
1304,"GUCKIAN, NOEL J.",O.B.E.
1305,"GUDGEON, STANLEY H.",C.B.E.
1306,"GURNEY, SIR HUGH",K.C.M.G.
1307,"GURNEY, SIR HUGH",C.V.O.
1308,"GURNEY, MARTYN P.C.",C.M.G.
1309,"GURNEY, MARTYN P.C.",M.V.O.
1310,"GURNEY, TIM",O.B.E.
1311,"GURNEY, WENTWORTH M.",O.B.E.
1312,"GUY, JOHN W.",O.B.E.
1313,"GYBBON-MONYPENNY, H. REGINALD D.",C.B.E.
1314,"GYE, ERNEST F.",C.M.G.
1315,"HADOW, SIR R. MICHAEL",K.C.M.G.
1316,"HADOW, SIR ROBERT H.",K.B.E.
1317,"HADOW, SIR ROBERT H.",C.M.G.
1318,"HADOW, SIR ROBERT H.",M.C.
1319,"HAGGARD, SIR GODFREY D.N.",K.C.M.G.
1320,"HAGGARD, SIR GODFREY D.N.",C.V.O.
1321,"HAGGARD, SIR GODFREY D.N.",O.B.E.
1322,"HAGGARD, SIR WILLIAM H.D.",K.C.M.G.
1323,"HAIGH, A. ANTHONY F.",C.M.G.
1324,"HAINES, SIR CYRIL H.",K.B.E.
1325,"HAINING, THOMAS N.",C.M.G.
1326,"HAINWORTH, HENRY C.",C.M.G.
1327,"HALE, H. E. JOHN",O.B.E.
1328,"HALEY, PHILIP W.R.C.",M.B.E.
1329,"HALFORD-MACLEOD, AUBREY S.",C.M.G.
1330,"HALFORD-MACLEOD, AUBREY S.",C.V.O.
1331,"HALIFAX, Rt. Hon. EDWARD, 1st EARL OF",K.G.
1332,"HALIFAX, Rt. Hon. EDWARD, 1st EARL OF",O.M.
1333,"HALIFAX, Rt. Hon. EDWARD, 1st EARL OF",G.C.S.I.
1334,"HALIFAX, Rt. Hon. EDWARD, 1st EARL OF",G.C.M.G.
1335,"HALIFAX, Rt. Hon. EDWARD, 1st EARL OF",G.C.I.E.
1336,"HALIFAX, Rt. Hon. EDWARD, 1st EARL OF",T.D.
1337,"HALL, ALFRED C.",C.B.E.
1338,"HALL, ANDREW R.",O.B.E.
1339,"HALL, DAVID J.",C.M.G.
1340,"HALL, GEORGE E.",C.M.G.
1341,"HALL, H. PETER",C.M.G.
1342,"HALL, SIR PETER E.",K.B.E.
1343,"HALL, SIR PETER E.",C.M.G.
1344,HALL. PHILIP R.,O.B.E.
1345,"HALL HALL, SIR HERBERT",K.C.M.G.
1346,"HALL-PATCH, SIR EDMUND L.",G.C.M.G.
1347,"HAMILTON, JOHN A. de C.",C.M.G.
1348,"HAMILTON, Rt. Hon. SIR WILLIAM",K.C.B.
1349,"HAMILTON, WILLIAM A.B.",C.M.G.
1350,"HAMLEY, DONALD A.",C.B.E.
1351,"HAMPSHIRE, SIR G. PETER",K.C.M.G.
1352,"HAMYLTON JONES, KEITH",C.M.G.
1353,"HANBURY-TENISON, SIR RICHARD",K.C.V.O.
1354,"HANCOCK, SIR PATRICK F.",G.C.M.G.
1355,"HANKEY, Hon. HENRY A.A.",C.M.G.
1356,"HANKEY, Hon. HENRY A.A.",C.V.O.
1357,"HANKEY, ROBERT, 2nd LORD",K.C.M.G.
1358,"HANKEY, ROBERT, 2nd LORD",K.C.V.O.
1359,"HANKINSON, SIR WALTER C.",K.C.M.G.
1360,"HANKINSON, SIR WALTER C.",O.B.E.
1361,"HANKINSON, SIR WALTER C.",M.C.
1362,"HANNAM, MICHAEL P.V.",C.B.E.
1363,"HANNAY, SIR DAVID H.A.",G.C.M.G.
1364,"HANNIGAN, ROBERT P.",C.M.G.
1365,"HARDIE, MICHAEL J.",O.B.E.
1366,"HARDING, SIR EDWARD J.",G.C.M.G.
1367,"HARDING, SIR EDWARD J.",K.C.B.
1368,"HARDING, SIR G. WILLIAM",K.C.M.G.
1369,"HARDING, SIR G. WILLIAM",C.V.O.
1370,"HARDINGE, Rt. Hon. SIR ARTHUR H.",G.C.M.G.
1371,"HARDINGE, Rt. Hon. SIR ARTHUR H.",K.C.B.
1372,"HARDINGE, Rt. Hon. SIR CHARLES. K.G.",G.C.B.
1373,"HARDINGE, Rt. Hon. SIR CHARLES. K.G.",G.C.S.I.
1374,"HARDINGE, Rt. Hon. SIR CHARLES. K.G.",G.C.M.G.
1375,"HARDINGE, Rt. Hon. SIR CHARLES. K.G.",G.C.I.E.
1376,"HARDINGE, Rt. Hon. SIR CHARLES. K.G.",G.C.V.O.
1377,"HARDINGE, Rt. Hon. SIR CHARLES. K.G.",I.S.O.
1378,"HARDMAN, JAMES A.",M.B.E.
1379,"HARE, PAUL W.",L.V.O.
1380,"HARFORD, FREDERIC D.",C.V.O.
1381,"HARLECH, Rt. Hon. DAVID, 5th LORD",K.C.M.G.
1382,"HARLECH, Rt. Hon. WILLIAM, 4th LORD",K.G.
1383,"HARLECH, Rt. Hon. WILLIAM, 4th LORD",G.C.M.G.
1384,"HARPER, MONICA C.",C.M.G.
1385,"HARPHAM, SIR WILLIAM",K.B.E.
1386,"HARPHAM, SIR WILLIAM",C.M.G.
1387,"HARRINGTON, Lieutenant-Colonel SIR JOHN L.",K.C.V.O.
1388,"HARRINGTON, Lieutenant-Colonel SIR JOHN L.",C.B.
1389,"HARRIS, ANTHONY D.",C.M.G.
1390,"HARRIS, ANTHONY D.",L.V.O.
1391,"HARRIS, COLIN G.",C.M.G.
1392,"HARRIS, Admiral the Hon. SIR EDWARD A.J.",K.C.B.
1393,"HARRIS, MARTIN F.",O.B.E.
1394,"HARRIS, SIR THOMAS G.",K.B.E.
1395,"HARRIS, SIR THOMAS G.",C.M.G.
1396,"HARRISON, DAVID M.",O.B.E.
1397,"HARRISON, SIR GEOFFREY W.",G.C.M.G.
1398,"HARRISON, SIR GEOFFREY W.",K.C.V.O.
1399,"HARRISON, JOHN C.",L.V.O.
1400,"HARRISON, W. ALISTAIR",C.M.G.
1401,"HARRISON, W. ALISTAIR",C.V.O.
1402,"HARROD, JEAN",M.B.E.
1403,"HART, GUY W.P.",O.B.E.
1404,"HART, SIR ROBERT, Bt.",G.C.M.G.
1405,"HART, ROGER D.",C.M.G.
1406,"HARTLAND-SWANN, JULIAN D.N.",C.M.G.
1407,"HARVEY, ALAN F.R.",O.B.E.
1408,"HARVEY, C. PAUL D.",C.M.G.
1409,"HARVEY, SIR OLIVER C.",G.C.M.G.
1410,"HARVEY, SIR OLIVER C.",G.C.V.O.
1411,"HARVEY, SIR OLIVER C.",C.B.
1412,"HASKELL, D. KEITH",C.M.G.
1413,"HASKELL, D. KEITH",C.V.O.
1414,"HAVARD, SIR GODFREY T.",K.C.M.G.
1415,"HAWLEY, SIR DONALD F.",K.C.M.G.
1416,"HAWLEY, SIR DONALD F.",M.B.E.
1417,"HAY, DAME BARBARA L.",D.C.M.G.
1418,"HAY, DAME BARBARA L.",L.V.O.
1419,"HAY, DAME BARBARA L.",M.B.E.
1420,"HAY, CHARLES J.",M.V.O.
1421,"HAY, Lieutenant-Colonel SIR W. RUPERT",K.C.I.E.
1422,"HAY, Lieutenant-Colonel SIR W. RUPERT",C.S.I.
1423,"HAY-CAMPBELL, T. IAN",L.V.O.
1424,"HAY-DRUMMOND-HAY, SIR ROBERT",C.M.G.
1425,"HAY NEWTON, FRANK J.S.",M.V.O.
1426,"HAYDON, SIR W.R. (ROBIN)",K.C.M.G.
1427,"HAYMAN, SIR PETER T.",K.C.M.G.
1428,"HAYMAN, SIR PETER T.",C.V.O.
1429,"HAYMAN, SIR PETER T.",M.B.E.
1430,"HAYTER, SIR WILLIAM",K.C.M.G.
1431,"HAYWOOD, NIGEL R.",C.V.O.
1432,"HEAD, Rt. Hon. ANTONY, 1st VISCOUNT",G.C.M.G.
1433,"HEAD, Rt. Hon. ANTONY, 1st VISCOUNT",C.B.E.
1434,"HEAD, Rt. Hon. ANTONY, 1st VISCOUNT",M.C.
1435,"HEAD, WILLIAM G.",C.B.E.
1436,"HEAP, SIR PETER W.",K.C.M.G.
1437,"HEARN, SIR WALTER R.",K.B.E.
1438,"HEATH, JOHN M.",C.M.G.
1439,"HEATH, SIR MARK E.",K.C.V.O.
1440,"HEATH, SIR MARK E.",C.M.G.
1441,"HEATHCOTE-SMITH, CLIFFORD B.B.",C.B.E.
1442,"HEATHCOTE-SMITH, SIR CLIFFORD E.",K.B.E.
1443,"HEATHCOTE-SMITH, SIR CLIFFORD E.",C.M.G.
1444,"HEBBLETHWAITE, SIDNEY H.",C.M.G.
1445,"HELM, SIR A. KNOX",G.B.E.
1446,"HELM, SIR A. KNOX",K.C.M.G.
1447,"HEMANS, SIMON N.P.",C.M.G.
1448,"HEMANS, SIMON N.P.",C.V.O.
1449,"HENDERSON, EDWARD F.",C.M.G.
1450,"HENDERSON, SIR IAN L.",K.B.E.
1451,"HENDERSON, SIR IAN L.",C.M.G.
1452,"HENDERSON, SIR JAMES T.",K.B.E.
1453,"HENDERSON, SIR JAMES T.",C.M.G.
1454,"HENDERSON, JOHN H.",O.B.E.
1455,"HENDERSON, SIR J. NICHOLAS",G.C.M.G.
1456,"HENDERSON, SIR J. NICHOLAS",K.C.V.O.
1457,"HENDERSON, SIR MALCOLM S.",K.C.M.G.
1458,"HENDERSON, SIR NEVILE M.",G.C.M.G.
1459,"HENDERSON, VICTOR J.",C.M.G.
1460,"HENDRY, IAN D.",C.M.G.
1461,"HENLEY, Rt. Hon. MORTON F., 1st LORD",G.C.B.
1462,"HENNESSY, DENIS W.",O.B.E.
1463,"HENNESSY, SIR JAMES P.I.",K.B.E.
1464,"HENNESSY, SIR JAMES P.I.",C.M.G.
1465,"HENNIKER (-MAJOR), Hon. SIR JOHN P.E.C.",K.C.M.G.
1466,"HENNIKER (-MAJOR), Hon. SIR JOHN P.E.C.",C.V.O.
1467,"HENNIKER (-MAJOR), Hon. SIR JOHN P.E.C.",M.C.
1468,"HENNINGS, JOHN D.",C.M.G.
1469,"HENSBY, FREDERICK C.",O.B.E.
1470,"HEPPEL, RICHARD P.",C.M.G.
1471,"HERBERT, SIR ARTHUR J.",G.C.V.O.
1472,"HERBERT, Rt. Hon. SIR MICHAEL H.",G.C.M.G.
1473,"HERBERT, Rt. Hon. SIR MICHAEL H.",C.B.
