,persName,rolename
1958,"MACKLEY, IAN W.",C.V.O.
1959,"MACLEAY, SIR J.W. RONALD",G.C.M.G.
1960,"MACLEHOSE, SIR CRAWFORD M.",K.T.
1961,"MACLEHOSE, SIR CRAWFORD M.",G.B.E.
1962,"MACLEHOSE, SIR CRAWFORD M.",K.C.M.G.
1963,"MACLEHOSE, SIR CRAWFORD M.",K.C.V.O.
1964,"MACLENNAN, SIR IAN M.R.",K.C.M.G.
1965,"MACLEOD, SIR IAIN",K.C.M.G.
1966,"MACLEOD, SIR JAMES M.",K.B.E.
1967,"MACLEOD, SIR JAMES M.",C.M.G.
1968,"MACLEOD, SIAN C.",O.B.E.
1969,"MACMILLAN, ALISON",M.V.O.
1970,"MACONACHIE, SIR RICHARD R.",K.B.E.
1971,"MACONACHIE, SIR RICHARD R.",C.I.E.
1972,"MACRAE, SIR A. CHRISTOPHER D.S.",K.C.M.G.
1973,"MACRAE, HERBERT A.",C.M.G.
1974,"MACRAE, HERBERT A.",M.B.E.
1975,"MACRAE, JOHN E.C.",C.M.G.
1976,"MADDEN, SIR DAVID C.A.M.",K.C.M.G.
1977,"MADDEN, PAUL D.",C.M.G.
1978,"MADDOCKS, ARTHUR F.",C.M.G.
1979,"MAGENIS, SIR ARTHUR C.",G.C.B.
1980,"MAGOWAN, SIR JOHN H.",K.B.E.
1981,"MAGOWAN, SIR JOHN H.",C.M.G.
1982,"MAITLAND, ALASTAIR G.",C.B.E.
1983,"MAITLAND, SIR DONALD J.D.",G.C.M.G.
1984,"MAITLAND, SIR DONALD J.D.",O.B.E.
1985,"MAKEPEACE, RICHARD E.",C.M.G.
1986,"MAKINS, SIR ROGER M.",G.C.B.
1987,"MAKINS, SIR ROGER M.",G.C.M.G.
1988,"MALCOLM, ANGUS C.E.",C.M.G.
1989,"MALCOLM, DUGALD",C.M.G.
1990,"MALCOLM, DUGALD",C.V.O.
1991,"MALCOLM, DUGALD",T.D.
1992,"MALCOLM, JAMES I.",O.B.E.
1993,"MALE, PETER J.E.",C.M.G.
1994,"MALE, PETER J.E.",M.C.
1995,"MALET, SIR ALEXANDER, Bt.",K.C.B.
1996,"MALET, Rt. Hon. SIR EDWARD B., Bt.",G.C.B.
1997,"MALET, Rt. Hon. SIR EDWARD B., Bt.",G.C.M.G.
1998,"MALKIN, SIR H. WILLIAM",G.C.M.G.
1999,"MALKIN, SIR H. WILLIAM",C.B.
2000,"MALKIN, SIR H. WILLIAM",K.C.
2001,"MALLABY, SIR CHRISTOPHER L.G.",G.C.M.G.
2002,"MALLABY, SIR CHRISTOPHER L.G.",G.C.V.O.
2003,"MALLABY, SIR H. GEORGE C.",K.C.M.G.
2004,"MALLABY, SIR H. GEORGE C.",O.B.E.
2005,"MALLAM, Lieutenant-Colonel GEORGE L.",C.S.I.
2006,"MALLAM, Lieutenant-Colonel GEORGE L.",C.I.E.
2007,"MALLET, SIR CLAUDE C.",C.M.G.
2008,"MALLET, Rt. Hon. SIR LOUIS du P.",G.C.M.G.
2009,"MALLET, Rt. Hon. SIR LOUIS du P.",C.B.
2010,"MALLET, PHILIP L.V.",C.M.G.
2011,"MALLET, SIR VICTOR A. L.",G.C.M.G.
2012,"MALLET, SIR VICTOR A. L.",C.V.O.
2013,"MALLET, SIR W. IVO",G.B.E.
2014,"MALLET, SIR W. IVO",K.C.M.G.
2015,"MALONE, PHILIP",L.V.O.
2016,"MAN, MORGAN C.G.",C.M.G.
2017,"MANLEY, SIMON J.",C.M.G.
2018,"MANNING, SIR DAVID G.",G.C.M.G.
2019,"MANNING, SIR DAVID G.",K.C.V.O.
2020,"MANSFIELD, Colonel SIR CHARLES E.",K.C.M.G.
2021,"MANSFIELD, SIR PHILIP R.A.",K.C.M.G.
2022,"MARCH, SIR DEREK M.",K.B.E.
2023,"MARCHANT, SIR HERBERT S.",K.C.M.G.
2024,"MARCHANT, SIR HERBERT S.",O.B.E.
2025,"MARETT, SIR ROBERT H.K.",K.C.M.G.
2026,"MARETT, SIR ROBERT H.K.",O.B.E.
2027,"MARGETSON, SIR JOHN W.D.",K.C.M.G.
2028,"MARJORIBANKS, SIR JAMES A.M.",K.C.M.G.
2029,"MARLING, SIR CHARLES M.",G.C.M.G.
2030,"MARLING, SIR CHARLES M.",C.B.
2031,"MARLOW, ARTHUR H.",C.M.G.
2032,"MARLOW, ARTHUR H.",C.B.E.
2033,"MARNHAM, JOHN E.",C.M.G.
2034,"MARNHAM, JOHN E.",M.C.
2035,"MARRIOTT, CYRIL H.A.",C.B.E.
2036,"MARRIOTT, JANE",O.B.E.
2037,"MARSDEN, DAME ROSALIND M.",D.C.M.G.
2038,"MARSDEN, WILLIAM",C.M.G.
2039,"MARSH, DEREK R.",C.V.O.
2040,"MARSHALL, ARTHUR S.-M.",C.B.E.
2041,"MARSHALL, GEORGE W.",C.M.G.
2042,"MARSHALL, GEORGE W.",M.B.E.
2043,"MARSHALL, GEORGE W.",B.E.M.
2044,"MARSHALL, MARK A.",C.M.G.
2045,"MARSHALL, MARTIN J.",C.M.G.
2046,"MARSHALL, MICHAEL W.",O.B.E.
2047,"MARSHALL, NOEL H.",C.M.G.
2048,"MARSHALL, SIR PETER H.R.",K.C.M.G.
2049,"MARSHALL, PETER J.",C.M.G.
2050,"MARTEN, FRANCIS W.",C.M.G.
2051,"MARTEN, FRANCIS W.",M.C.
2052,"MARTIN, DOMINIC D.W.",C.V.O.
2053,"MARTIN, SIR JOHN M.",K.C.M.G.
2054,"MARTIN, SIR JOHN M.",C.B.
2055,"MARTIN, SIR JOHN M.",C.V.O.
2056,"MARTIN, JOHN F.R.",C.M.G.
2057,"MARTIN, SIMON C.",C.M.G.
2058,"MARTIN, VICTOR C.",O.B.E.
2059,"MASEFIELD, J. THOROLD",C.M.G.
2060,"MASON, ALAN K.",I.S.O.
2061,"MASON, SIR FREDERICK C.",K.C.V.O.
2062,"MASON, SIR FREDERICK C.",C.M.G.
2063,"MASON, SIR JOHN C.M.",K.C.M.G.
2064,"MASON, SIR PAUL",K.C.M.G.
2065,"MASON, SIR PAUL",K.C.V.O.
2066,"MASON, R. HEATH",C.M.G.
2067,"MASON, R. HEATH",O.B.E.
2068,"MASON, ROBERT W.",C.M.G.
2069,"MASSEY, WILLIAM E.D.",C.B.E.
2070,"MASSINGHAM, JOHN D.",C.M.G.
2071,"MASTERMAN, SIR CHRISTOPHER H.",C.S.I.
2072,"MASTERMAN, SIR CHRISTOPHER H.",C.I.E.
2073,"MATHERS, PETER J.",L.V.O.
2074,"MATHEW, SIR GEORGE BUCKLEY",C.B.
2075,"MATHEWS, HARRIET",C.M.G.
2076,"MATHEWS, HARRIET",O.B.E.
2077,"MATTHEWS, HORATIO K.",C.M.G.
2078,"MATTHEWS, HORATIO K.",M.B.E.
2079,"MAUD, Hon. SIR HUMPHREY J.H.",K.C.M.G.
2080,"MAUD, SIR JOHN P.R.",G.C.B.
2081,"MAUD, SIR JOHN P.R.",C.B.E.
2082,"MAUGHAM, REGINALD C.F.",C.B.E.
2083,"MAXEY, PETER M.",C.M.G.
2084,"MAXWELL, RICHARD P.",C.B.
2085,"MAX MULLER, SIR WILLIAM G.",G.B.E.
2086,"MAX MULLER, SIR WILLIAM G.",K.C.M.G.
2087,"MAX MULLER, SIR WILLIAM G.",C.B.
2088,"MAX MULLER, SIR WILLIAM G.",M.V.O.
2089,"MAXSE, ERNEST G.B.",C.M.G.
2090,"MAY, JOHN O.",C.B.E.
2091,"MAYALL, SIR A. LEES",K.C.V.O.
2092,"MAYALL, SIR A. LEES",C.M.G.
2093,"MAYCOCK, SIR WILLOUGHBY R.G.",K.C.M.G.
2094,"MAYERS, NORMAN",C.M.G.
2095,"MAYS, COLIN G.",C.M.G.
2096,"McALPINE, RONALD D.C.",C.M.G.
2097,"McBAIN, D. MALCOLM",L.V.O.
2098,"McCARTHY, DONAL J.",C.M.G.
2099,"McCARTHY, NICHOLAS M.",O.B.E.
2100,"McCLEARY, W. BOYD",C.M.G.
2101,"McCLEARY, W. BOYD",C.V.O.
2102,"McCLELLAND, HUGH C.",C.B.E.
2103,"McCLUNEY, IAN",C.M.G.
2104,"McCONVILLE, MICHAEL A.",M.B.E.
2105,"McCORMICK, JOHN O.",C.M.G.
2106,"McCORMICK, JOHN O.",M.C.
2107,"McCULLOCH, JAMES R.",O.B.E.
2108,"McDERMOT, BRIAN C.",C.B.E.
2109,"McDERMOT, BRIAN C.",L.V.O.
2110,"McDERMOTT, GEOFFREY L.",C.M.G.
2111,"McDERMOTT, PATRICK A.",M.V.O.
2112,"McDONALD, SIR SIMON G.",K.C.M.G.
2113,"McDONALD, SIR SIMON G.",K.C.V.O.
2114,"McENTEE, PETER D.",C.M.G.
2115,"McENTEE, PETER D.",O.B.E.
2116,"McGHIE, JAMES I.",C.M.G.
2117,"McGINNIS, FRANCIS R.",C.M.G.
2118,"McGURK, COLIN T.",O.B.E.
2119,"McINNES, KEITH G.",C.M.G.
2120,"McKEARNEY, PHILIP C.",C.M.G.
2121,"McKEEVER, RONALD F.",C.B.E.
2122,"McKENZIE, ALISTAIR W.",M.B.E.
2123,"McKENZIE, JOHN",C.M.G.
2124,"McKENZIE, JOHN",M.B.E.
2125,"McLACHLAN, MALCOLM O.",M.B.E.
2126,"McLAREN, SIR ROBIN J.T.",K.C.M.G.
2127,"McLEAN, COLIN",C.M.G.
2128,"McLEAN, COLIN",M.B.E.
2129,"McLEAN, PHILIP A.",C.M.G.
2130,"McNEILL, Rt. Hon. SIR JOHN",G.C.B.
2131,"McPETRIE, SIR JAMES C.",K.C.M.G.
2132,"McPETRIE, SIR JAMES C.",O.B.E.
2133,"McPHAIL, ALASTAIR D.",C.M.G.
2134,"McPHAIL, ALASTAIR D.",O.B.E.
2135,"McQUIGGAN, JOHN",M.B.E.
2136,"McVITTIE, WILFRID W.",C.M.G.
2137,"MEADE, C.A. GERALD",C.M.G.
2138,"MEADE, SIR R. GEOFFREY A.",K.B.E.
2139,"MEADE, SIR R. GEOFFREY A.",C.M.G.
2140,"MEADE, SIR R. GEOFFREY A.",C.V.O.
2141,"MEADE, Hon. SIR ROBERT H.",G.C.B.
2142,"MEHMET, ALPER",M.V.O.
2143,"MEIKLEJOHN, DOMINIC F.",O.B.E.
2144,"MEIKLEREID, SIR E. WILLIAM",K.B.E.
2145,"MEIKLEREID, SIR E. WILLIAM",C.M.G.
2146,"MELHUISH, SIR M. RAMSAY",K.B.E.
2147,"MELHUISH, SIR M. RAMSAY",C.M.G.
2148,"MELLON, SIR JAMES",K.C.M.G.
2149,"MELLOR, DERRICK",C.B.E.
2150,"MELVILLE, Hon. CHARLES S.",I.S.O.
2151,"MELVILLE, SIR EUGENE",K.C.M.G.
2152,"MENNELL, PETER",C.M.G.
2153,"MENNELL, PETER",M.B.E.
2154,"MERRY, DAVID B.",C.M.G.
2155,"METCALF, MAURICE R.",C.M.G.
2156,"METCALF, MAURICE R.",O.B.E.
2157,"METCALFE, SIR H. AUBREY F.",K.C.I.E.
2158,"METCALFE, SIR H. AUBREY F.",C.S.I.
2159,"METCALFE, SIR H. AUBREY F.",M.V.O.
2160,"MEYER, SIR CHRISTOPHER J.R.",K.C.M.G.
2161,"MICHELL, GEORGE B.",O.B.E.
2162,"MICHELL, HARRY D.",D.F.C.
2163,"MICHELL, SIR ROBERT C.",K.C.M.G.
2164,"MIDDLETON, DONALD K.",C.B.E.
2165,"MIDDLETON, SIR GEORGE H.",K.C.M.G.
2166,"MIDDLETON, LAWRENCE J.",C.M.G.
2167,"MIDGLEY, ERIC A.",C.M.G.
2168,"MIDGLEY, ERIC A.",M.B.E.
2169,"MIERS, SIR H. DAVID A.C.",K.B.E.
2170,"MIERS, SIR H. DAVID A.C.",C.M.G.
2171,"MILBANKE, RALPH",C.B.
2172,"MILES, F. STEPHEN",C.M.G.
2173,"MILES, GEOFFREY",O.B.E.
2174,"MILES, JOHN E.A.",C.B.E.
2175,"MILES, R. OLIVER",C.M.G.
2176,"MILL IRVING, DAVID J.",C.B.E.
2177,"MILLARD, SIR GUY E.",K.C.M.G.
2178,"MILLARD, SIR GUY E.",C.V.O.
2179,"MILLER, DAVID I.",O.B.E.
2180,"MILLETT, PETER J.",C.M.G.
2181,"MILLINGTON-DRAKE, SIR EUGEN J.H.V.",K.C.M.G.
2182,"MILLS, SIR FRANK",K.C.V.O.
2183,"MILLS, SIR FRANK",C.M.G.
2184,"MILTON, DEREK F.",C.M.G.
2185,"MINGAY, F. RAY",C.M.G.
2186,"MINSHULL, HORACE",C.B.E.
2187,"MINTER, GRAHAM L.",L.V.O.
2188,"MINTO, Rt. Hon. GILBERT, 2nd EARL OF",G.C.B.
2189,"MITCHELL, ANDREW J.",C.M.G.
2190,"MITCHESON, JOHN M.L.",C.M.G.
2191,"MITCHESON, JOHN M.L.",O.B.E.
2192,"MOBERLY, SIR JOHN C.",K.B.E.
2193,"MOBERLY, SIR JOHN C.",C.M.G.
2194,"MOBERLY, SIR PATRICK H.",K.C.M.G.
2195,"MONSON, Rt. Hon. SIR EDMUND J., Bt.",G.C.B.
2196,"MONSON, Rt. Hon. SIR EDMUND J., Bt.",G.C.M.G.
2197,"MONSON, Rt. Hon. SIR EDMUND J., Bt.",G.C.V.O.
2198,"MONSON, SIR EDMUND St.J. D.J., Bt.",K.C.M.G.
2199,"MONSON, SIR W.B. LESLIE",K.C.M.G.
2200,"MONSON, SIR W.B. LESLIE",C.B.
2201,"MONTAGU-DOUGLAS-SCOTT, SIR DAVID J.",K.C.M.G.
2202,"MONTAGU-DOUGLAS-SCOTT, SIR DAVID J.",O.B.E.
2203,"MONTAGU-POLLOCK, SIR WILLIAM H.",K.C.M.G.
2204,"MONTEAGLE OF BRANDON, THOMAS, 3rd LORD",C.M.G.
2205,"MONTEAGLE OF BRANDON, THOMAS, 3rd LORD",M.V.O.
2206,"MONTGOMERY, ALAN E.",C.M.G.
2207,"MONTGOMERY, SIR C. HUBERT",K.C.M.G.
2208,"MONTGOMERY, SIR C. HUBERT",K.C.V.O.
2209,"MONTGOMERY, SIR C. HUBERT",C.B.
2210,"MONTGOMERY, DAVID",C.M.G.
2211,"MONTGOMERY, DAVID",O.B.E.
2212,"MOON, SIR PETER J.S.",K.C.V.O.
2213,"MOON, SIR PETER J.S.",C.M.G.
2214,"MOORE, ANTONY R.",C.M.G.
2215,"MOORE, RICHARD P.",C.M.G.
2216,"MORAN, RICHARD, 2nd LORD",K.C.M.G.
2217,"MORETON, SIR JOHN O.",K.C.M.G.
2218,"MORETON, SIR JOHN O.",K.C.V.O.
2219,"MORETON, SIR JOHN O.",M.C.
2220,"MOREY, ANTHONY B.N.",C.B.E.
2221,"MORGAN, ANTHONY H.",C.M.G.
2222,"MORGAN, HUGH T.",C.M.G.
2223,"MORGAN, JAMES",C.M.G.
2224,"MORGAN, JAMES C.",C.M.G.
2225,"MORGAN, SIR JOHN A.L.",K.C.M.G.
2226,"MORGAN, MICHAEL H.",C.M.G.
2227,"MORGAN, DAME SHAN E.",D.C.M.G.
2228,"MORIER, Rt. Hon. SIR ROBERT B.D.",G.C.B.
2229,"MORIER, Rt. Hon. SIR ROBERT B.D.",G.C.M.G.
2230,"MORLAND, MARTIN R.",C.M.G.
2231,"MORLAND, SIR OSCAR C.",G.B.E.
2232,"MORLAND, SIR OSCAR C.",K.C.M.G.
2233,"MORLEY, SIR ALEXANDER F.",K.C.M.G.
2234,"MORLEY, SIR ALEXANDER F.",C.B.E.
2235,"MORRIS, JILL",C.M.G.
2236,"MORRIS, SIR KEITH E.H.",K.B.E.
2237,"MORRIS, SIR KEITH E.H.",C.M.G.
2238,"MORRIS, THOMAS J.",C.M.G.
2239,"MORRIS, WILLIAM A.",C.M.G.
2240,"MORRIS, SIR WILLIE",K.C.M.G.
2241,"MORTIMER, HUGH R.",L.V.O.
2242,"MORTON-SANER, ROBERT",C.V.O.
2243,"MORTON-SANER, ROBERT",C.B.E.
2244,"MOSS, SIR DAVID J.",K.C.V.O.
2245,"MOSS, SIR DAVID J.",C.M.G.
2246,"MOUND, TREVOR E.J.",C.V.O.
2247,"MOUND, TREVOR E.J.",O.B.E.
2248,"MOUNSEY, SIR GEORGE A.",K.C.M.G.
2249,"MOUNSEY, SIR GEORGE A.",C.B.
2250,"MOUNSEY, SIR GEORGE A.",O.B.E.
2251,"MOYNIHAN, MARTIN J.",C.M.G.
2252,"MOYNIHAN, MARTIN J.",M.C.
2253,"MUIR, RICHARD J.S.",C.M.G.
2254,"MUIRHEAD, SIR DAVID F.",K.C.M.G.
2255,"MUIRHEAD, SIR DAVID F.",C.V.O.
2256,"MUNRO, SIR ALAN G.",K.C.M.G.
2257,"MUNRO, COLIN A.",C.M.G.
2258,"MUNRO, ROBERT W.",C.M.G.
2259,"MUNTZ, THOMAS G.A.",C.M.G.
2260,"MUNTZ, THOMAS G.A.",O.B.E.
2261,"MURRAY, Rt. Hon. SIR CHARLES A.",K.C.B.
2262,"MURRAY, SIR DONALD F.",K.C.V.O.
2263,"MURRAY, SIR DONALD F.",C.M.G.
2264,"MURRAY, SIR F. RALPH H.",K.C.M.G.
2265,"MURRAY, SIR F. RALPH H.",C.B.
2266,"MURRAY, IAIN R.",O.B.E.
2267,"MURRAY, SIR JAMES",K.C.M.G.
2268,"MURRAY, JAMES DALTON",C.M.G.
2269,"MURRAY, JOHN",C.M.G.
2270,"MURRAY, PETER",C.M.G.
2271,"MURRAY-HARVEY, Captain EDWARD",O.B.E.
2272,"MURRAY-HARVEY, Captain EDWARD",M.C.
2273,"MURRAY KEITH, Lieutenant-General Rt. Hon. SIR ROBERT",K.C.B.
2274,"NAIRN, BRYCE J.M.",C.B.E.
2275,"NAPIER, Rt. Hon. FRANCIS, 10th LORD NAPIER AND 1st LORD ETTRICK",K.T.
2276,"NASH, RONALD P.",C.M.G.
2277,"NASH, RONALD P.",L.V.O.
2278,"NASH, STEPHEN T.",C.M.G.
2279,"NASON, JUSTIN P.P.",O.B.E.
2280,"NEALE, EDWARD ST. J.",C.B.
2281,"NEALE, KENNETH J.",O.B.E.
2282,"NEILSON, RICHARD A.",C.M.G.
2283,"NEILSON, RICHARD A.",L.V.O.
2284,"NELSON, BERTRAM J.",O.B.E.
2285,"NELSON, ERIC V.",L.V.O.
2286,"NETTLETON, CATHERINE E.",C.M.G.
2287,"NETTLETON, CATHERINE E.",O.B.E.
2288,"NEVILLE-JONES, DAME L. PAULINE",P.C.
2289,"NEVILLE-JONES, DAME L. PAULINE",D.C.M.G.
2290,"NEVILLE-ROLFE, EUSTACE",C.M.G.
2291,"NEWINGTON, SIR MICHAEL J.",K.C.M.G.
2292,"NEWSAM, RICHARD W.",C.V.O.
2293,"NEWTON, SIR BASIL C.",K.C.M.G.
2294,"NIBLOCK, HENRY (PAT)",O.B.E.
2295,"NICHOLAS, SIR JOHN W.",K.C.V.O.
2296,"NICHOLAS, SIR JOHN W.",C.M.G.
2297,"NICHOLLS, SIR JOHN W.",G.C.M.G.
2298,"NICHOLLS, SIR JOHN W.",O.B.E.
2299,"NICHOLS, SIR PHILP B.B.",K.C.M.G.
2300,"NICHOLS, SIR PHILP B.B.",M.C.
2301,"NICOLSON, Rt. Hon. SIR ARTHUR, Bt.",G.C.B.
2302,"NICOLSON, Rt. Hon. SIR ARTHUR, Bt.",G.C.M.G.
2303,"NICOLSON, Rt. Hon. SIR ARTHUR, Bt.",G.C.V.O.
2304,"NICOLSON, Rt. Hon. SIR ARTHUR, Bt.",K.C.I.E.
2305,"NICOLSON, Hon. SIR HAROLD G.",K.C.V.O.
2306,"NICOLSON, Hon. SIR HAROLD G.",C.M.G.
2307,"NITHAVRIANAKIS, MICHAEL",M.V.O.
2308,"NIXON, PATRICK M.",C.M.G.
2309,"NIXON, PATRICK M.",O.B.E.
2310,"NOAKES, PHILIP R.",O.B.E.
2311,"NOBLE, SIR ANDREW, Bt.",K.C.M.G.
2312,"NOBLE, ANDREW J.",L.V.O.
2313,"NORMAN, DUNCAN C.",M.B.E.
2314,"NORMAN, HERMAN C.",C.B.
2315,"NORMAN, HERMAN C.",C.S.I.
2316,"NORMAN, HERMAN C.",C.B.E.
2317,"NORMANBY, Rt. Hon. CONSTANTINE, 1st MARQUESS OF",K.G.
2318,"NORMANBY, Rt. Hon. CONSTANTINE, 1st MARQUESS OF",G.C.B.
2319,"NORRIS, SIR ERIC G.",K.C.M.G.
2320,"NORTHERN, RICHARD J.",M.B.E.
2321,"NORTON, SIR CLIFFORD J.",K.C.M.G.
2322,"NORTON, SIR CLIFFORD J.",C.V.O.
2323,"NUGENT, SIR HORACE D.",K.B.E.
2324,"NUGENT, SIR HORACE D.",C.M.G.
2325,"NYE, Lieutenant-General SIR ARCHIBALD E.",G.C.S.I.
2326,"NYE, Lieutenant-General SIR ARCHIBALD E.",G.C.I.E.
2327,"NYE, Lieutenant-General SIR ARCHIBALD E.",K.C.B.
2328,"NYE, Lieutenant-General SIR ARCHIBALD E.",K.B.E.
2329,"NYE, Lieutenant-General SIR ARCHIBALD E.",M.C.
2330,"OAKDEN, EDWARD A.",C.M.G.
2331,"OAKES, SIR AUGUSTUS H.",C.B.
2332,"OAKESHOTT, KEITH R.",C.M.G.
2333,"O’BEIRNE, HUGH",C.B.
2334,"O’BEIRNE, HUGH",C.V.O.
2335,"O’BRIEN, TERENCE J.",C.M.G.
2336,"O’BRIEN, TERENCE J.",M.C.
2337,"O’CONOR, Rt. Hon. Sir NICHOLAS R.",G.C.B.
2338,"O’CONOR, Rt. Hon. Sir NICHOLAS R.",G.C.M.G.
2339,"O’DONOGHUE, JOHN K.",C.B.E.
2340,"OGDEN, SIR ALWYNE G.N.",K.B.E.
2341,"OGDEN, SIR ALWYNE G.N.",C.M.G.
2342,"OGDEN, FRANK C.",C.B.E.
2343,"OGILVIE FORBES, SIR GEORGE A.D.",K.C.M.G.
2344,"O’KEEFE, P. LAURENCE",C.M.G.
2345,"O’KEEFE, P. LAURENCE",C.V.O.
2346,"OLDHAM, ALAN T.",C.B.E.
2347,"O’LEARY, TERENCE D.",C.M.G.
2348,"OLIPHANT, SIR LANCELOT",K.C.M.G.
2349,"OLIPHANT, SIR LANCELOT",C.B.
2350,"OLIVER, FRANCIS A.",C.M.G.
2351,"OLIVER, FRANCIS A.",C.B.E.
2352,"OLIVER, KAYE W.",C.M.G.
2353,"OLIVER, KAYE W.",O.B.E.
2354,"OLIVER, PETER R.",C.M.G.
2355,"OLIVER, Lieutenant-General SIR WILLIAM P.",G.B.E.
2356,"OLIVER, Lieutenant-General SIR WILLIAM P.",K.C.B.
2357,"OLIVER, Lieutenant-General SIR WILLIAM P.",K.C.M.G.
2358,"OLVER, SIR STEPHEN J.L.",K.B.E.
2359,"OLVER, SIR STEPHEN J.L.",C.M.G.
2360,"O’MALLEY, SIR OWEN St.C.",K.C.M.G.
2361,"O’NEILL, Hon. SIR CON D.W.",G.C.M.G.
2362,"O’NEILL, MICHAEL A.",C.M.G.
2363,"O’NEILL, ROBERT J.",C.M.G.
2364,"OPPENHEIMER, SIR FRANCIS C.",K.C.M.G.
2365,"ORCHARD, ARTHUR F.",M.B.E.
2366,"ORCHARD, EDWARD E.",C.B.E.
2367,"ORD-SMITH, ROBIN J.",M.V.O.
2368,"ORDE, SIR CHARLES W.",K.C.M.G.
2369,"ORME, FREDERIC C.",C.B.
2370,"OSBORNE, DENIS G.",C.M.G.
2371,"OTWAY, LOFTUS C.",C.B.
2372,"OVENS, ALEXANDER R.",M.B.E.
2373,"OVERTON, SIR HUGH T.A.",K.C.M.G.
2374,"OVEY, SIR ESMOND",G.C.M.G.
2375,"OVEY, SIR ESMOND",M.V.O.
2376,"OWEN, JOHN WYNNE.",C.M.G.
2377,"OWEN, JOHN WYNNE.",M.B.E.
2378,"OXLEY, HUMPHREY L.M.",C.M.G.
2379,"OXLEY, HUMPHREY L.M.",O.B.E.
2380,"PACK, ARTHUR J.",O.B.E.
2381,"PAGET, Rt. Hon. SIR ARTHUR",G.C.B.
2382,"PAGET, Rt. Hon. SIR AUGUSTUS B.",G.C.B.
2383,"PAGET, Rt. Hon. SIR RALPH S.",K.C.M.G.
2384,"PAGET, Rt. Hon. SIR RALPH S.",C.V.O.
2385,"PAINTING, JULIA",M.B.E.
2386,"PAKENHAM, Hon. SIR FRANCIS J.",K.C.M.G.
2387,"PAKENHAM, HENRY D.V.",C.B.E.
2388,"PAKENHAM, Hon. SIR MICHAEL A",K.B.E.
2389,"PAKENHAM, Hon. SIR MICHAEL A",C.M.G.
2390,"PAKENHAM, Rt. Hon. SIR RICHARD",K.C.B.
2391,"PALAIRET, C. SIR MICHAEL",K.C.M.G.
2392,"PALLISER, Rt. Hon. SIR A., MICHAEL",G.C.M.G.
2393,"PALMER, ANDREW E.",C.M.G.
2394,"PALMER, ANDREW E.",C.V.O.
2395,"PAPADOPOULOS, ACHILLES S.",C.M.G.
2396,"PAPADOPOULOS, ACHILLES S.",L.V.O.
2397,"PAPADOPOULOS, ACHILLES S.",O.B.E.
2398,"PARHAM, PHILIP J.",C.M.G.
2399,"PARKER, ALWYN",C.B.
2400,"PARKER, ALWYN",C.M.G.
2401,"PARKER, JAMES R.W.",C.M.G.
2402,"PARKER, JAMES R.W.",O.B.E.
2403,"PARKES, SIR HARRY S.",G.C.M.G.
2404,"PARKES, SIR HARRY S.",K.C.B.
2405,"PARKES, Sir RODERICK W.",K.C.M.G.
2406,"PARKES, Sir RODERICK W.",O.B.E.
2407,"PARKINSON, SIR A.C. COSMO",G.C.M.G.
2408,"PARKINSON, SIR A.C. COSMO",K.C.B.
2409,"PARKINSON, SIR A.C. COSMO",O.B.E.
2410,"PARKINSON, HOWARD",C.V.O.
2411,"PARR, SIR ROBERT",K.B.E.
2412,"PARR, SIR ROBERT",C.M.G.
2413,"PARROTT, SIR CECIL C.",K.C.M.G.
2414,"PARROTT, SIR CECIL C.",O.B.E.
2415,"PARSONS, SIR ANTHONY D.",G.C.M.G.
2416,"PARSONS, SIR ANTHONY D.",L.V.O.
2417,"PARSONS, SIR ANTHONY D.",M.C.
2418,"PARSONS, Major-General SIR ARTHUR E.B.",K.C.I.E.
2419,"PARSONS, Major-General SIR ARTHUR E.B.",C.B.E.
2420,"PARSONS, Major-General SIR ARTHUR E.B.",D.S.O.
2421,"PARSONS, SIR RICHARD E.C.F.",K.C.M.G.
2422,"PARTRIDGE, DEREK W.",C.M.G.
2423,"PASKE-SMITH, MONTAGU B.T.",C.M.G.
2424,"PASKE-SMITH, MONTAGU B.T.",C.B.E.
2425,"PASSANT, ERNEST J. ",C.M.G.
2426,"PATERSON, SIR A. SWINTON",K.B.E.
2427,"PATERSON, SIR A. SWINTON",C.M.G.
2428,"PATERSON, WILLIAM J.M.",C.M.G.
2429,"PATEY, SIR WILLIAM C.",K.C.M.G.
2430,"PATON, GEORGE P.",C.M.G.
2431,"PATON, GEORGE P.",C.B.E.
2432,"PATRICK, SIR PAUL J.",K.C.I.E.
2433,"PATRICK, SIR PAUL J.",C.S.I.
2434,"PATRON, FRANCIS J.",O.B.E.
2435,"PATTERSON, ERIC",M.B.E.
2436,"PATTISON, STEPHEN D.",C.M.G.
2437,"PAUL, ALAN R.",C.M.G.
2438,"PAUNCEFOTE, Rt. Hon. SIR JULIAN",G.C.B.
2439,"PAUNCEFOTE, Rt. Hon. SIR JULIAN",G.C.M.G.
2440,"PAXMAN, T. GILES",C.M.G.
2441,"PAXMAN, T. GILES",L.V.O.
2442,"PAYNE, ALAN J.",C.M.G.
2443,"PAYNE, ARTHUR S.",O.B.E.
2444,"PEAKE, SIR CHARLES B.P.",G.C.M.G.
2445,"PEAKE, SIR CHARLES B.P.",M.C.
2446,"PEARCE, HOWARD J.S.",C.V.O.
2447,"PEARSON, DAVID M.",O.B.E.
